pass2_index,assigned_agent,paper_id,paper_title,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
390,1,2292827946271184314,Performance evaluation of a ROS2 based Automated Driving System,HIGH,B7 | B8,Performance evaluation of a ROS2 based Automated Driving System,arxiv:2411.11607,"Automated driving is currently a prominent area of scientific work. In the future, highly automated driving and new Advanced Driver Assistance Systems will become reality. While Advanced Driver Assistance Systems and automated driving functions for certain domains are already commercially available, ubiquitous automated driving in complex scenarios remains a subject of ongoing research. Contrarily to single-purpose Electronic Control Units, the software for automated driving is often executed on high performance PCs. The Robot Operating System 2 (ROS2) is commonly used to connect components in an automated driving system. Due to the time critical nature of automated driving systems, the performance of the framework is especially important. In this paper, a thorough performance evaluation of ROS2 is conducted, both in terms of timeliness and error rate. The results show that ROS2 is a suitable framework for automated driving systems.",high,B7 | B8,2,B7=high | B8=low,B7=Evaluates ROS2 automated-driving timeliness and error rate on a high-performance PC-based component architecture. | B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,B7=It is direct evidence that ROS2 runtime performance and correctness need to be measured together in an end-to-end vehicle path. | B8=It is retained for deduplication and audit but is not a priority addition.,B7=true | B8=false,expansion_round_1 | primary_assignment,,2024,2292827946271184314 | 2411.11607 | arxiv:2411.11607,arxiv:2411.11607,2292827946271184314,,18-ros2-timing,,,B7 | B8,false,false,false,true,b1/expansion/expansion-manifest.jsonl | b3/expansion-registry.json | b3/raw-q18-ros2-timing.json | b3/registry.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q42-recent-performance.json | b8/expansion-canonical-registry.json | b8/expansion-registry.json,b7/abstract-triage.jsonl | b8/expansion-triage.jsonl
395,1,6078565364005170852,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,HIGH,B8,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,arxiv:2412.01799,"The rise of intelligent autonomous systems, especially in robotics and autonomous agents, has created a critical need for robust communication middleware that can ensure real-time processing of extensive sensor data. Current robotics middleware like Robot Operating System (ROS) 2 faces challenges with nondeterminism and high communication latency when dealing with large data across multiple subscribers on a multi-core compute platform. To address these issues, we present High-Performance Robotic Middleware (HPRM), built on top of the deterministic coordination language Lingua Franca (LF). HPRM employs optimizations including an in-memory object store for efficient zero-copy transfer of large payloads, adaptive serialization to minimize serialization overhead, and an eager protocol with real-time sockets to reduce handshake latency. Benchmarks show HPRM achieves up to 173x lower latency than ROS2 when broadcasting large messages to multiple nodes. We then demonstrate the benefits of HPRM by integrating it with the CARLA simulator and running reinforcement learning agents along with object detection workloads. In the CARLA autonomous driving application, HPRM attains 91.1% lower latency than ROS2. The deterministic coordination semantics of HPRM, combined with its optimized IPC mechanisms, enable efficient and predictable real-time communication for intelligent autonomous systems.",high,B8,1,B8=high,"B8=The paper measures or models distributed timing, synchronization, latency, jitter, or packet-loss effects across components.","B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B8=true,primary_assignment,,2024,arxiv:2412.01799,arxiv:2412.01799,6078565364005170852,,mechanism-01 | mechanism-03 | recent-02 | recent-03 | syn-04,firecrawl research search-papers,recent,B8,true,true,true,false,b3/raw-q16-ros2-causal.json | b3/raw-q20-robot-middleware.json | b3/raw-q38-recent-ros.json | b3/registry.json | b4/raw-retrieval/q01-tail-latency-jitter.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q04-head-of-line-blocking-robotics.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b4/raw-retrieval/q12-ROS-2-executor.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q06-direct-manipulation.json | b5/raw-retrieval/q14-mech-dds-loss.json | b5/raw-retrieval/q17-mech-dedup.json | b5/raw-retrieval/q24-failure-retry.json | b5/raw-retrieval/q25-failure-congestion.json | b5/raw-retrieval/q49-recent-transport.json | b7/canonical-registry.json | b7/raw-retrieval/q01-direct-ros2-latency.json | b7/raw-retrieval/q02-direct-e2e.json | b7/raw-retrieval/q03-direct-dds-tracing.json | b7/raw-retrieval/q06-synonym-runtime.json | b7/raw-retrieval/q07-synonym-pubsub.json | b7/raw-retrieval/q13-mechanism-zerocopy.json | b7/raw-retrieval/q15-mechanism-causal-trace.json | b7/raw-retrieval/q17-mechanism-actuator.json | b7/raw-retrieval/q20-failure-stale.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q26-adjacent-av.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q33-foundational-ros.json | b7/raw-retrieval/q35-foundational-realtime.json | b7/raw-retrieval/q36-foundational-eval.json | b7/raw-retrieval/q38-recent-tracing.json | b7/raw-retrieval/q39-recent-executor.json | b7/raw-retrieval/q40-recent-observability.json | b7/raw-retrieval/q41-recent-provenance.json | b7/raw-retrieval/q42-recent-performance.json | b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/mechanism-01.json | b8/raw/mechanism-03.json | b8/raw/recent-02.json | b8/raw/recent-03.json | b8/raw/syn-04.json | b8/targeted-read-manifest.json,b8/abstract-triage.jsonl
400,1,3043702339783458841,Performance Debugging through Microarchitectural Sensitivity and Causality Analysis,MEDIUM,B3,Performance Debugging through Microarchitectural Sensitivity and Causality Analysis,arxiv:2412.13207,"Modern Out-of-Order (OoO) CPUs are complex systems with many components interleaved in non-trivial ways. Pinpointing performance bottlenecks and understanding the underlying causes of program performance issues are critical tasks to fully exploit the performance offered by hardware resources. Current performance debugging approaches rely either on measuring resource utilization, in order to estimate which parts of a CPU induce performance limitations, or on code-based analysis deriving bottleneck information from capacity/throughput models. These approaches are limited by instrumental and methodological precision, present portability constraints across different microarchitectures, and often offer factual information about resource constraints, but not causal hints about how to solve them. This paper presents a novel performance debugging and analysis tool that implements a resource-centric CPU model driven by dynamic binary instrumentation that is capable of detecting complex bottlenecks caused by an interplay of hardware and software factors. Bottlenecks are detected through sensitivity-based analysis, a sort of model parameterization that uses differential analysis to reveal constrained resources. It also implements a new technique we developed that we call causality analysis, that propagates constraints to pinpoint how each instruction contribute to the overall execution time. To evaluate our analysis tool, we considered the set of high-performance computing kernels obtained by applying a wide range of transformations from the Polybench benchmark suite and measured the precision on a few Intel CPU and Arm micro-architectures. We also took one of the benchmarks (correlation) as an illustrative example to illustrate how our tool's bottleneck analysis can be used to optimize a code.",medium,B3,1,B3=medium,B3=Uses dynamic binary instrumentation and sensitivity-based causality analysis to propagate resource constraints to instruction contributions.,B3=Cross-layer method for attributing hardware/software performance variance beyond utilization correlation.,B3=false,primary_assignment,,,arxiv:2412.13207,arxiv:2412.13207,3043702339783458841,,36-causal-profiler,,,B3,false,false,false,false,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q36-causal-profiler.json | b3/registry.json,b3/triage.jsonl
405,1,68673733352104227,RADICE: Causal Graph Based Root Cause Analysis for System Performance Diagnostic,HIGH,B3,RADICE: Causal Graph Based Root Cause Analysis for System Performance Diagnostic,arxiv:2501.11545,"Root cause analysis is one of the most crucial operations in software reliability regarding system performance diagnostic. It aims to identify the root causes of system performance anomalies, allowing the resolution or the future prevention of issues that can cause millions of dollars in losses. Common existing approaches relying on data correlation or full domain expert knowledge are inaccurate or infeasible in most industrial cases, since correlation does not imply causation, and domain experts may not have full knowledge of complex and real-time systems. In this work, we define a novel causal domain knowledge model representing causal relations about the underlying system components to allow domain experts to contribute partial domain knowledge for root cause analysis. We then introduce RADICE, an algorithm that through the causal graph discovery, enhancement, refinement, and subtraction processes is able to output a root cause causal sub-graph showing the causal relations between the system components affected by the anomaly. We evaluated RADICE with simulated data and reported a real data use case, sharing the lessons we learned. The experiments show that RADICE provides better results than other baseline methods, including causal discovery algorithms and correlation based approaches for root cause analysis.",high,B3,1,B3=high,"B3=Combines partial causal domain knowledge with discovery, refinement, and subtraction to produce a root-cause causal subgraph.",B3=Provides a practical hybrid of expert constraints and learned dependencies for Reflex-specific stage graphs.,B3=true,primary_assignment,,,arxiv:2501.11545,arxiv:2501.11545,68673733352104227,,03-root-cause,,,B3,false,false,false,false,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q03-root-cause.json | b3/read-evidence-manifest.jsonl | b3/registry.json,b3/triage.jsonl
410,1,3566981862432139270,Tracezip: Efficient Distributed Tracing via Trace Compression,HIGH,B2 | B3,Tracezip: Efficient Distributed Tracing via Trace Compression,arxiv:2502.06318,"Distributed tracing serves as a fundamental building block in the monitoring and testing of cloud service systems. To reduce computational and storage overheads, the de facto practice is to capture fewer traces via sampling. However, existing work faces a trade-off between the completeness of tracing and system overhead. On one hand, head-based sampling indiscriminately selects requests to trace when they enter the system, which may miss critical events. On the other hand, tail-based sampling first captures all requests and then selectively persists the edge-case traces, which entails the overheads related to trace collection and ingestion. Taking a different path, we propose Tracezip in this paper to enhance the efficiency of distributed tracing via trace compression. Our key insight is that there exists significant redundancy among traces, which results in repetitive transmission of identical data between services and the backend. We design a new data structure named Span Retrieval Tree (SRT) that continuously encapsulates such redundancy at the service side and transforms trace spans into a lightweight form. At the backend, the complete traces can be seamlessly reconstructed by retrieving the common data that are already delivered by previous spans. Tracezip includes a series of strategies to optimize the structure of SRT and a differential update mechanism to efficiently synchronize SRT between services and the backend. Our evaluation on microservices benchmarks, popular cloud service systems, and production trace data demonstrates that Tracezip can achieve substantial performance gains in trace collection with negligible overhead. We have implemented Tracezip inside the OpenTelemetry Collector, making it compatible with existing tracing APIs.",high,B2 | B3,2,B2=high | B3=high,B2=Compresses traces while retaining causal structure and edge-case information needed for diagnosis. | B3=Compresses distributed spans with a retrieval tree while reconstructing complete traces and preserving low collection overhead.,B2=Offers a storage-efficient way to keep complete episode histories rather than sampling away rare failures. | B3=Supports retaining full rare-failure histories under bounded storage without sampling away causal context.,B2=true | B3=true,primary_assignment,Zhuangbin Chen | Junsong Pu | Zibin Zheng,2025,arxiv:2502.06318,arxiv:2502.06318,3566981862432139270,cs.SE,07-trace-loss | 09-error-propagation | 14-async-critical | 23-host-telemetry | 35-classic-tracing | 39-recent-ebpf | q01-direct | q02-identifiers | q06-context-propagation | q12-recent,semantic-search,recent-2024-current,B2 | B3,false,false,false,false,b2/raw-q01-direct.txt | b2/raw-q02-identifiers.txt | b2/raw-q06-context-propagation.txt | b2/raw-q12-recent.txt | b2/registry-final.json | b2/registry.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/expansion-registry.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q07-trace-loss.json | b3/raw-q09-error-propagation.json | b3/raw-q14-async-critical.json | b3/raw-q23-host-telemetry.json | b3/raw-q35-classic-tracing.json | b3/raw-q39-recent-ebpf.json | b3/read-evidence-manifest.jsonl | b3/registry.json | b8/canonical-registry.json | b8/raw/foundational-02.json,b2/triage-final.jsonl | b2/triage.jsonl | b3/triage.jsonl
415,1,1675860932646347345,Causal AI-based Root Cause Identification: Research to Practice at Scale,MEDIUM,B3,Causal AI-based Root Cause Identification: Research to Practice at Scale,arxiv:2502.18240,"Modern applications are built as large, distributed systems spanning numerous modules, teams, and data centers. Despite robust engineering and recovery strategies, failures and performance issues remain inevitable, risking significant disruptions and affecting end users. Rapid and accurate root cause identification is therefore vital to ensure system reliability and maintain key service metrics. We have developed a novel causality-based Root Cause Identification (RCI) algorithm that emphasizes causation over correlation. This algorithm has been integrated into IBM Instana-bridging research to practice at scale-and is now in production use by enterprise customers. By leveraging ""causal AI,"" Instana stands apart from typical Application Performance Management (APM) tools, pinpointing issues in near real-time. This paper highlights Instana's advanced failure diagnosis capabilities, discussing both the theoretical underpinnings and practical implementations of the RCI algorithm. Real-world examples illustrate how our causality-based approach enhances reliability and performance in today's complex system landscapes.",medium,B3,1,B3=medium,B3=Describes a causality-based production root-cause identification approach integrated with enterprise observability.,"B3=Useful practice signal for near-real-time attribution, but abstract-level detail and independent validation are limited.",B3=false,primary_assignment,,,arxiv:2502.18240,arxiv:2502.18240,1675860932646347345,,01-direct | 03-root-cause | 04-trace-causality | 10-causal-hypergraph | 13-causal-profiling | 24-fault-injection | 36-causal-profiler,,,B3,false,false,false,false,b2/raw-q11-failures.txt | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q01-direct.json | b3/raw-q03-root-cause.json | b3/raw-q04-trace-causality.json | b3/raw-q10-causal-hypergraph.json | b3/raw-q13-causal-profiling.json | b3/raw-q24-fault-injection.json | b3/raw-q36-causal-profiler.json | b3/registry.json,b3/triage.jsonl
420,1,8612869192572489764,Optimizing LLM Inference Throughput via Memory-aware and SLA-constrained Dynamic Batching,HIGH,B6,Optimizing LLM Inference Throughput via Memory-aware and SLA-constrained Dynamic Batching,arxiv:2503.05248,"The increasing adoption of large language models (LLMs) necessitates inference serving systems that can deliver both high throughput and low latency. Deploying LLMs with hundreds of billions of parameters on memory-constrained GPUs exposes significant limitations in static batching methods. Current inference serving systems often treat batch sizes as fixed hyper-parameters, hindering real-time adaptation to varying system conditions. In this paper, we propose a dynamic batching method that continuously monitors memory utilization and adheres to service-level agreements (SLAs) to enable real-time batch size configuration adjustment. The method comprises two core components: a memory-aware batch scheduler that dynamically allocates GPU resources and a latency feedback mechanism that optimizes decoding processes under SLA constraints. The numerical experiments demonstrate throughput gains of 8% to 28% and capacity improvements of 22% compared to traditional static batching methods, while maintaining full compatibility with existing inference infrastructure. These results highlight the effectiveness of dynamic batching in balancing computational efficiency and quality-of-service requirements for contemporary LLM deployment scenarios. The source code of this work is publicly available at https://github.com/KevinLee1110/dynamic-batching.",high,B6,1,B6=high,B6=The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,B6=It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.,B6=true,primary_assignment,"Bowen Pang, Kai Li, Feifan Wang",,arxiv:2503.05248,arxiv:2503.05248,8612869192572489764,cs.DC,q02 | q05 | q06 | q18 | q23 | q32 | q39 | q41,firecrawl research search-papers,false,B6,false,true,false,false,b4/raw-retrieval/q15-dynamic-batching-queueing.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q002.json | b6/raw-retrieval/q005.json | b6/raw-retrieval/q006.json | b6/raw-retrieval/q05-direct-embodied.json | b6/raw-retrieval/q06-synonym-batching.json | b6/raw-retrieval/q18-failure-deadline.json | b6/raw-retrieval/q23-failure-tradeoff.json | b6/raw-retrieval/q32-foundational-serving.json | b6/raw-retrieval/q39-foundational-triton.json | b6/raw-retrieval/q41-recent-serving.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
425,1,3376017646703317710,Negotiating strict latency limits for dynamic real-time services in vehicular time-sensitive networks,MEDIUM,B5,Negotiating strict latency limits for dynamic real-time services in vehicular time-sensitive networks,arxiv:2504.05793,"Future vehicles are expected to dynamically deploy in-vehicle applications within a Service-Oriented Architecture (SOA) while critical services continue to operate under hard real-time constraints. Time-Sensitive Networking (TSN) on the in-vehicle Ethernet layer is dedicated to ensure deterministic communication between critical services; its Credit-Based Shaper (CBS) supports dynamic resource reservations. However, the dynamic nature of service deployment challenges network resource configuration, since any new reservation may change the latency of already validated flows. Standard methods of worst-case latency analysis for CBS have been found incorrect, and current TSN stream reservation procedures lack mechanisms to signal application layer Quality-of-Service (QoS) requirements or verify deadlines. In this paper, we propose and validate a QoS negotiation scheme that interacts with the TSN network controller to reserve resources while ensuring latency bounds. For the first time, this work comparatively evaluates reservation schemes using worst-case analysis and simulations of a realistic In-Vehicle Network (IVN) and demonstrates their impact on QoS guarantees, resource utilization, and setup times. We find that only one reservation scheme utilizing per-queue delay budgets and network calculus provides valid configurations and guarantees acceptable latency bounds throughout the IVN. The proposed service negotiation mechanism efficiently establishes 450 vehicular network reservations in just 11ms.",medium,B5,1,B5=medium,"B5=The abstract evaluates middleware, QoS, publish-subscribe, transport, or communication-stack behavior that affects delivery correctness.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"Timo Salomon, Lisa Maile, Philipp Meyer, Franz Korf, Thomas C. Schmidt",,arxiv:2504.05793,arxiv:2504.05793,3376017646703317710,,q31-adj-tsn,,,B5,false,false,false,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q31-adj-tsn.json,b5/abstract-triage.jsonl
430,1,5784670499337234612,Boosting LLM Serving through Spatial-Temporal GPU Resource Sharing,HIGH,B6,Boosting LLM Serving through Spatial-Temporal GPU Resource Sharing,arxiv:2504.19516,"Modern LLM serving systems confront inefficient GPU utilization due to the fundamental mismatch between compute-intensive prefill and memory-bound decode phases. While current practices attempt to address this by organizing these phases into hybrid batches, such solutions create an inefficient tradeoff that sacrifices either throughput or latency, leaving substantial GPU resources underutilized. We identify two key root causes: 1) the prefill phase suffers from suboptimal compute utilization due to wave quantization and attention bottlenecks. 2) hybrid batches disproportionately prioritize latency over throughput, resulting in wasted compute and memory bandwidth. To mitigate the issues, we present Bullet, a novel spatial-temporal orchestration system that eliminates these inefficiencies through precise phase coordination. Bullet enables concurrent execution of prefill and decode phases, while dynamically provisioning GPU resources using real-time performance modeling. By integrating SLO-aware scheduling and adaptive resource allocation, Bullet maximizes utilization without compromising latency targets. Experimental evaluations on real-world workloads demonstrate that Bullet delivers 1.26x average throughput gains (up to 1.55x) over state-of-the-arts, while consistently meeting latency constraints.",high,B6,1,B6=high,B6=The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,B6=It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.,B6=true,primary_assignment,"Zejia Lin, Hongxin Xu, Guanyi Chen, Zhiguang Chen, Yutong Lu, Xianwei Zhang",,arxiv:2504.19516,arxiv:2504.19516,5784670499337234612,cs.DC,q01 | q06 | q15 | q23 | q31,firecrawl research search-papers,false,B6,false,true,false,false,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/expansion/expansion-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q001.json | b6/raw-retrieval/q006.json | b6/raw-retrieval/q15-mechanism-stalls.json | b6/raw-retrieval/q23-failure-tradeoff.json | b6/raw-retrieval/q31-adjacent-database.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
435,1,7690300414635051696,RT-Cache: Training-Free Retrieval for Real-Time Manipulation,MEDIUM,B8,RT-Cache: Training-Free Retrieval for Real-Time Manipulation,arxiv:2505.09040,"Real robots are expected to repeat the same behavior in new environments with very little new data, yet modern controllers either incur heavy per-step inference or require deployment-time fine-tuning. We propose RT-Cache, a training-free retrieval-as-control pipeline that caches diverse image action trajectories in a unified vector memory and, at test time, embeds the current frame to retrieve and replay multi-step snippets, replacing per-step model calls. A hierarchical search keeps lookups sub-second at million scale, shifting cost from compute to storage and enabling real-time control on modest GPUs. Across real-robot tasks and large open logs, RT-Cache achieves higher success and lower completion time than strong retrieval baselines (approximately x2 higher success and 30% faster in our settings), and a single-episode anchoring study shows immediate adaptation to a more complex, contact-rich task without fine-tuning. RT-Cache turns experience into an append-only memory, offering a simple, scalable path to few-shot deployment today and a foundation for multimodal keys and optional integration with high-level policies. Project page: https://rt-cache.github.io/.",medium,B8,1,B8=medium,"B8=The paper records execution inputs, events, or checkpoints and replays them to reproduce behavior under controlled conditions.","B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B8=false,primary_assignment,,2025,arxiv:2505.09040,arxiv:2505.09040,7690300414635051696,,direct-02 | direct-03,firecrawl research search-papers,recent,B8,true,true,false,false,b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/inspection-manifest.json | b8/raw/direct-02.json | b8/raw/direct-03.json,b8/abstract-triage.jsonl
440,1,5494443743789900643,Characterization of latency and jitter in TSN emulation,MEDIUM,B4 | B7,Characterization of latency and jitter in TSN emulation,arxiv:2506.02133,"This research focuses on timestamping methods for profiling network traffic in software-based environments. Accurate timestamping is crucial for evaluating network performance, particularly in Time-Sensitive Networking (TSN). We explore and compare four timestamping techniques within a TSN emulation context, though its findings extend to other network scenarios. The study leverages the Mininet emulator to model TSN networks, defining hosts, bridges, links, and traffic streams. It characterizes bridge latencies and jitter, solves the TSN scheduling problem based on measured parameters, and evaluates the correctness of a deployed schedule for a use case. Key contributions include a methodology for software-based timestamping, solutions for TSN emulation challenges in Linux and Mininet, and experimental insights for optimizing TSN emulation platforms on various system configurations, with and without Intel TCC, either on a high-end workstation or on an industrial PC.",medium,B4 | B7,2,B4=medium | B7=medium,B4=jitter and timing variation; scheduling/deadline policy; stage-wise latency attribution; network/transport transfer | B7=Compares software timestamping techniques and validates TSN schedule correctness from measured bridge latency and jitter.,B4=Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve. | B7=Timestamp-method choice and schedule validation are directly transferable to networked robot connectors.,B4=true | B7=true,primary_assignment,Álex Gracia; José Luis Briz; Héctor Blanco-Alcaine; Juan Segarra; Alitzel G. Torres-Macías; Antonio Ramírez-Treviño,2025,arxiv:2506.02133,arxiv:2506.02133,5494443743789900643,cs.NI,q09-jitter-real-time-systems.json,,,B4 | B7,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q09-jitter-real-time-systems.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q20-mech-timing.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q37-foundational-e2e.json,b4/abstract-triage.jsonl | b7/abstract-triage.jsonl
445,1,1192695698442646480,Model Discovery and Graph Simulation: A Lightweight Gateway to Chaos Engineering,HIGH,B8,Model Discovery and Graph Simulation: A Lightweight Gateway to Chaos Engineering,arxiv:2506.11176,"Chaos engineering reveals resilience risks but is expensive and operationally risky to run broadly and often. Model-based analyses can estimate dependability, yet in practice they are tricky to build and keep current because models are typically handcrafted. We claim that a simple connectivity-only topological model - just the service-dependency graph plus replica counts - can provide fast, low-risk availability estimates under fail-stop faults. To make this claim practical without hand-built models, we introduce model discovery: an automated step that can run in CI/CD or as an observability-platform capability, synthesizing an explicit, analyzable model from artifacts teams already have (e.g., distributed traces, service-mesh telemetry, configs/manifests) - providing an accessible gateway for teams to begin resilience testing. As a proof by instance on the DeathStarBench Social Network, we extract the dependency graph from Jaeger and estimate availability across two deployment modes and five failure rates. The discovered model closely tracks live fault-injection results; with replication, median error at mid-range failure rates is near zero, while no-replication shows signed biases consistent with excluded mechanisms. These results create two opportunities: first, to triage and reduce the scope of expensive chaos experiments in advance, and second, to generate real-time signals on the system's resilience posture as its topology evolves, preserving live validation for the most critical or ambiguous scenarios.",high,B8,1,B8=high,B8=The paper uses runtime traces and correlated message or compute events to expose execution paths and timing behavior.,"B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B8=true,primary_assignment,,2025,arxiv:2506.11176,arxiv:2506.11176,1192695698442646480,,adjacent-01 | adjacent-05 | direct-04,firecrawl research search-papers,recent,B8,true,true,true,false,b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/adjacent-01.json | b8/raw/adjacent-05.json | b8/raw/direct-04.json | b8/targeted-read-manifest.json,b8/abstract-triage.jsonl
450,1,3210196464382693376,Orthogonal Soft Pruning for Efficient Class Unlearning,MEDIUM,B6,Orthogonal Soft Pruning for Efficient Class Unlearning,arxiv:2506.19891,"Efficient and controllable data unlearning in federated learning remains challenging, due to the trade-off between forgetting and retention performance. Especially under non-independent and identically distributed (non-IID) settings, where deep feature entanglement exacerbates this dilemma. To address this challenge, we propose FedOrtho, a federated unlearning framework that combines orthogonalized deep convolutional kernels with an activation-driven controllable one-shot soft pruning (OSP) mechanism. FedOrtho enforces kernel orthogonality and local-global alignment to decouple feature representations and mitigate client drift. This structural independence enables precise one-shot pruning of forgetting-related kernels while preserving retained knowledge. FedOrtho achieves SOTA performance on CIFAR-10, CIFAR100 and TinyImageNet with ResNet and VGG frameworks, verifying that FedOrtho supports class-, client-, and sample-level unlearning with over 98% forgetting quality. It reduces computational and communication costs by 2-3 orders of magnitude in federated settings and achieves subsecond-level erasure in centralized scenarios while maintaining over 97% retention accuracy and mitigating membership inference risks.",medium,B6,1,B6=medium,"B6=The abstract describes runtime profiling, tracing, or execution analysis to localize inference latency.",B6=It offers a candidate localization pattern for runtime observability.,B6=false,expansion_round_1,,,,arxiv:2506.19891,3210196464382693376,,,,,B6,false,false,false,false,b6/expansion/expansion-registry.jsonl | b6/expansion/inspection-manifest.jsonl,b6/expansion/expansion-triage.jsonl
455,1,5306694801464929360,Dynamic System Model Generation for Online Fault Detection and Diagnosis of Robotic Systems,HIGH,B7,Dynamic System Model Generation for Online Fault Detection and Diagnosis of Robotic Systems,arxiv:2507.01550,"With the rapid development of more complex robots, Fault Detection and Diagnosis (FDD) becomes increasingly harder. Especially the need for predetermined models and historic data is problematic because they do not encompass the dynamic and fast-changing nature of such systems. To this end, we propose a concept that actively generates a dynamic system model at runtime and utilizes it to locate root causes. The goal is to be applicable to all kinds of robotic systems that share a similar software design. Additionally, it should exhibit minimal overhead and enhance independence from expert attention.",high,B7,1,B7=high,B7=Generates a dynamic system model at runtime to detect faults and locate root causes without relying on fixed historical models.,"B7=Runtime model generation is a promising way to attribute novel driver, sensor, and actuator failures with limited prior data.",B7=true,primary_assignment,,2025,arxiv:2507.01550,arxiv:2507.01550,5306694801464929360,,autonomous robot black-box flight data recorder runtime diagnosis event correlation | runtime verification anomaly detection robotic systems telemetry failure diagnosis,firecrawl research search-papers,recent,B7,false,false,false,false,b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q24-failure-sync.json | b8/canonical-registry.json | b8/raw/failure-03.json | b8/raw/syn-02.json,b7/abstract-triage.jsonl
