"pass2_index","assigned_agent","paper_id","paper_title","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","source_paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"424","5","arxiv:2504.04347","ChronoSync: A Decentralized Chronometer Synchronization Protocol for Multi-Agent Systems","HIGH","B1","ChronoSync: A Decentralized Chronometer Synchronization Protocol for Multi-Agent Systems","arxiv:2504.04347","This work presents a decentralized time synchronization algorithm for multi-agent systems. Each agent possesses two clocks, a hardware clock that is perturbed by environmental phenomena (e.g., temperature, humidity, pressure, g forces, etc.) and a steerable software clock that inherits the perturbations affecting the hardware clock. Under these disturbances and the independent time kept by the hardware clocks, our consensus-based controller enables all agents to steer their software-defined clocks into practical synchronization while achieving a common user-defined clock drift. Furthermore, we treat the drift of each hardware clock as an unknown parameter, which our algorithm can accurately estimate. The coupling of the agents is modeled by a connected, undirected, and static graph. However, each agent possesses a timer mechanism that determines when to broadcast a sample of its software time and update its own software-time estimate. Hence, communication between agents can be directed, intermittent, and asynchronous. The closed-loop dynamics of the ensemble is modeled using a hybrid system, where a Lyapunov-based stability analysis demonstrates that a set encoding the time synchronization and clock drift estimation objectives is globally practically exponentially stable. The performance suggested by the theoretical development is confirmed in simulation.","high","B1","1","B1=high","B1=A hybrid-system consensus controller estimates hardware drift and steers software clocks under intermittent asynchronous broadcasts.","","B1=true","primary_assignment","Federico M. Zegers, Sean Phillips","2025","arxiv:2504.04347","arxiv:2504.04347","5026314192317467746","","","","","B1","true","false","false","false","b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q01-direct.json | b1/raw-q02-synonyms.json | b1/raw-q08-embedded.json","b1/assigned-paper-manifest.jsonl | b1/triage.jsonl"
"429","5","arxiv:2504.11750","Characterizing and Optimizing LLM Inference Workloads on CPU-GPU Coupled Architectures","MEDIUM","B4","Characterizing and Optimizing LLM Inference Workloads on CPU-GPU Coupled Architectures","arxiv:2504.11750","Large language model (LLM)-based inference workloads increasingly dominate data center costs and resource utilization. Therefore, understanding the inference workload characteristics on evolving CPU-GPU coupled architectures is crucial for optimization. This paper presents an in-depth analysis of LLM inference behavior on loosely-coupled (PCIe A100/H100) and closely-coupled (GH200) systems. We analyze performance dynamics using fine-grained operator-to-kernel trace analysis, facilitated by our novel profiler SKIP and metrics like Total Kernel Launch and Queuing Time (TKLQT). Results show that","medium","B4","1","B4=medium","B4=queueing and buffering; stage-wise latency attribution; inference/accelerator transfer","B4=Provides a systems analogue for separating model service time from queueing, scheduling, accelerator contention, or batching effects.","B4=true","primary_assignment","Prabhu Vellaisamy; Thomas Labonte; Sourav Chakraborty; Matt Turner; Samantika Sury; John Paul Shen","2026","arxiv:2504.11750","arxiv:2504.11750","arxiv:2504.11750","cs.AI | cs.AR | cs.DC | cs.PF","q06-contention-shared-GPU.json","firecrawl research search-papers","foundational_or_prior","B4","false","false","false","false","b3/raw-q22-gpu-inference.json | b3/raw-q40-recent-llm.json | b3/registry.json | b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q06-contention-shared-GPU.json | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q008.json | b6/raw-retrieval/q009.json | b6/raw-retrieval/q08-synonym-runtime.json","b4/abstract-triage.jsonl"
"434","5","arxiv:2505.07833","Harmonia: End-to-End RAG Serving Optimization","MEDIUM","B6","Harmonia: End-to-End RAG Serving Optimization","arxiv:2505.07833","Retrieval-Augmented Generation (RAG) improves the reliability of large language models by integrating external knowledge, but serving RAG pipelines efficiently is challenging because requests traverse heterogeneous components spanning LLM inference, databases, and CPU-side processing. We present Harmonia, an end-to-end RAG serving framework that addresses these bottlenecks through (i) a flexible pipeline specification interface for composing custom workflows, (ii) heterogeneity-aware deployment that provisions and configures components as a distributed inference system, and (iii) a closed-loop runtime controller that monitors load and execution progress and reduces SLO violations through request prioritization and auto-scaling. Across four RAG applications, Harmonia outperforms commercial alternatives, improving throughput by more than 2.04x while reducing SLO violations by up to 78.4 percent.","medium","B6","1","B6=medium","B6=The abstract describes loading, caching, or warm-start behavior as a source of inference startup or steady-state latency.","B6=It helps separate startup effects from steady-state timing in an inference episode.","B6=false","expansion_round_1","","","","arxiv:2505.07833","8829112103335342304","","","","","B6","false","false","false","false","b6/expansion/expansion-registry.jsonl | b6/expansion/inspection-manifest.jsonl","b6/expansion/expansion-triage.jsonl"
"439","5","arxiv:2506.02007","eACGM: Non-instrumented Performance Tracing and Anomaly Detection towards Machine Learning Systems","HIGH","B2 | B6","eACGM: Non-instrumented Performance Tracing and Anomaly Detection towards Machine Learning Systems","arxiv:2506.02007","We present eACGM, a full-stack AI/ML system monitoring framework based on eBPF. eACGM collects real-time performance data from key hardware components, including the GPU and network communication layer, as well as from key software stacks such as CUDA, Python, and PyTorch, all without requiring any code instrumentation or modifications. Additionally, it leverages libnvml to gather process-level GPU resource usage information. By applying a Gaussian Mixture Model (GMM) to the collected multidimensional performance metrics for statistical modeling and clustering analysis, eACGM effectively identifies complex failure modes, such as latency anomalies, hardware failures, and communication inefficiencies, enabling rapid diagnosis of system bottlenecks and abnormal behaviors. To evaluate eACGM's effectiveness and practicality, we conducted extensive empirical studies and case analyses in multi-node distributed training scenarios. The results demonstrate that eACGM, while maintaining a non-intrusive and low-overhead profile, successfully captures critical performance anomalies during model training and inference. Its stable anomaly detection performance and comprehensive monitoring capabilities validate its applicability and scalability in real-world production environments, providing strong support for performance optimization and fault diagnosis in large-scale AI/ML systems.","high","B2 | B6","2","B2=high | B6=high","B2=Performs non-intrusive performance tracing and anomaly detection from system-level events. | B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.","B2=Offers observability when application or connector source instrumentation is unavailable. | B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.","B2=true | B6=true","primary_assignment","Ruilin Xu, Zongxuan Xie, Pengfei Chen","2025","arxiv:2506.02007","arxiv:2506.02007","4838707103523640739","cs.AI | cs.DC | cs.NI","q08-ebpf | q45","firecrawl research search-papers | semantic-search","false | recent-2024-current","B2 | B6","false","true","false","false","b2/raw-q08-ebpf.txt | b2/registry-final.json | b2/registry.json | b3/raw-q21-ebpf.json | b3/raw-q39-recent-ebpf.json | b3/registry.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q45-recent-profiling.json | b6/read-evidence-manifest.jsonl","b2/triage-final.jsonl | b2/triage.jsonl | b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl"
"444","5","arxiv:2506.06448","Generating representative macrobenchmark microservice systems from distributed traces with Palette","MEDIUM","B2 | B8","Generating representative macrobenchmark microservice systems from distributed traces with Palette","arxiv:2506.06448","Microservices are the dominant design for developing cloud systems today. Advancements for microservice need to be evaluated in representative systems, e.g. with matching scale, topology, and execution patterns. Unfortunately in practice, researchers and practitioners alike often do not have access to representative systems. Thus they have to resort to sub-optimal non-representative alternatives, e.g. small and oversimplified synthetic benchmark systems or simulated system models instead. To solve this issue, we propose the use of distributed trace datasets, available from large internet companies, to generate representative microservice systems. To do so, we introduce a novel abstraction of a system topology which uses Graphical Causal Models (GCMs) to model the underlying system by incorporating the branching probabilities, execution order of outgoing calls to every dependency, and execution times. We then incorporate this topology in Palette, a system that generates representative flexible macrobenchmarks microservice systems from distributed traces.","medium","B2 | B8","2","B2=medium | B8=medium","B2=Uses distributed traces to synthesize benchmark systems matching topology and execution patterns. | B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B2=Enables replay and reproduction experiments with robot-like cross-stage trace structures. | B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B2=true | B8=true","expansion_round_1 | primary_assignment","Vaastav Anand | Matheus Stolet | Jonathan Mace | Antoine Kaufmann","2025","arxiv:2506.06448","arxiv:2506.06448","2781372565359640974","cs.DC","q01-direct | q12-recent","semantic-search","recent-2024-current","B2 | B8","false","false","false","false","b2/raw-q01-direct.txt | b2/raw-q12-recent.txt | b2/registry-final.json | b2/registry.json | b3/expansion-registry.json | b3/raw-q04-trace-causality.json | b3/registry.json | b8/expansion-registry.json","b2/triage-final.jsonl | b2/triage.jsonl | b8/expansion-triage.jsonl"
"449","5","arxiv:2506.19677","Adaptive Request Scheduling for CodeLLM Serving with SLA Guarantees","MEDIUM","B6","Adaptive Request Scheduling for CodeLLM Serving with SLA Guarantees","arxiv:2506.19677","Code Large Language Models (CodeLLMs) are increasingly integrated into modern software development workflows, yet efficiently serving them in resource-constrained, self-hosted environments remains a significant challenge. Existing LLM serving systems employs Continuous Batching for throughput improvement. However, they rely on static batch size configurations that cannot adapt to fluctuating request rates or heterogeneous workloads, leading to frequent SLA (Service Level Agreement) violations and unstable performance. In this study, We propose SABER, a dynamic batching strategy that predicts per-request SLA feasibility and adjusts decisions in real time. SABER improves goodput by up to 26% over the best static configurations and reduces latency variability by up to 45%, all without manual tuning or service restarts. Our results demonstrate that SLA-aware, adaptive scheduling is key to robust, high-performance CodeLLM serving.","medium","B6","1","B6=medium","B6=The abstract describes loading, caching, or warm-start behavior as a source of inference startup or steady-state latency.","B6=It helps separate startup effects from steady-state timing in an inference episode.","B6=false","expansion_round_1","","","arxiv:2506.19677","arxiv:2506.19677","4517902818077719198","","","firecrawl research search-papers","foundational_or_prior","B6","false","false","false","false","b4/raw-retrieval/q15-dynamic-batching-queueing.json | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/expansion/expansion-registry.jsonl | b6/expansion/inspection-manifest.jsonl | b6/raw-retrieval/q006.json | b6/raw-retrieval/q06-synonym-batching.json | b6/raw-retrieval/q23-failure-tradeoff.json | b6/raw-retrieval/q39-foundational-triton.json","b6/expansion/expansion-triage.jsonl"
"454","5","arxiv:2507.01461","Handling out-of-order input arrival in CEP engines on the edge combining optimistic, pessimistic and lazy evaluation","HIGH","B5","Handling out-of-order input arrival in CEP engines on the edge combining optimistic, pessimistic and lazy evaluation","arxiv:2507.01461","In Complex Event Processing, handling out-of-order, late, and duplicate events is critical for real-time analytics, especially on resource-constrained devices that process heterogeneous data from multiple sources. We present LimeCEP, a hybrid CEP approach that combines lazy evaluation, buffering, and speculative processing to efficiently handle data inconsistencies while supporting multi-pattern detection under relaxed semantics. LimeCEP integrates Kafka for efficient message ordering, retention, and duplicate elimination, and offers configurable strategies to trade off between accuracy, latency, and resource consumption. Compared to state-of-the-art systems like SASE and FlinkCEP, LimeCEP achieves up to six orders of magnitude lower latency, with up to 10 times lower memory usage and 6 times lower CPU utilization, while maintaining near-perfect precision and recall under high-disorder input streams, making it well-suited for non-cloud deployments.","high","B5","1","B5=high","B5=The abstract addresses packet loss, delay, jitter, disorder, or reordering and its effect on networked sensing, estimation, or control.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.","B5=true","primary_assignment","Styliani Kyrama, Anastasios Gounaris","","arxiv:2507.01461","arxiv:2507.01461","4781022690208898679","","q08-syn-exactly-once | q11-syn-event-time | q27-failure-stream | q34-adj-distributed | q35-adj-kafka | q41-found-once | q42-found-stream | q47-recent-stream","","","B5","false","false","false","false","b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q08-syn-exactly-once.json | b5/raw-retrieval/q11-syn-event-time.json | b5/raw-retrieval/q27-failure-stream.json | b5/raw-retrieval/q34-adj-distributed.json | b5/raw-retrieval/q35-adj-kafka.json | b5/raw-retrieval/q41-found-once.json | b5/raw-retrieval/q42-found-stream.json | b5/raw-retrieval/q47-recent-stream.json","b5/abstract-triage.jsonl"
"459","5","arxiv:2507.11250","Resilient Time-Sensitive Networking for Industrial IoT: Configuration and Fault-Tolerance Evaluation","MEDIUM","B7 | B8","Resilient Time-Sensitive Networking for Industrial IoT: Configuration and Fault-Tolerance Evaluation","arxiv:2507.11250","Time-Sensitive Networking (TSN) is increasingly adopted in industrial systems to meet strict latency, jitter, and reliability requirements. However, evaluating TSN's fault tolerance under realistic failure conditions remains challenging. This paper presents IN2C, a modular OMNeT++/INET-based simulation framework that models two synchronized production cells connected to centralized infrastructure. IN2C integrates core TSN features, including time synchronization, traffic shaping, per-stream filtering, and Frame Replication and Elimination for Redundancy (FRER), alongside XML-driven fault injection for link and node failures. Four fault scenarios are evaluated to compare TSN performance with and without redundancy. Results show that FRER eliminates packet loss and achieves submillisecond recovery, though with 2-3x higher link utilization. These findings offer practical guidance for deploying TSN in bandwidth-constrained industrial environments.","medium","B7 | B8","2","B7=medium | B8=medium","B7=Combines TSN synchronization, traffic shaping, filtering, redundancy, and XML-driven link/node fault injection. | B8=The paper injects controlled faults into components or dependencies to evaluate resilience and localize failure effects.","B7=It quantifies how redundancy changes loss, recovery time, and link utilization in a timing-sensitive connector. | B8=It provides a repeatable way to provoke, observe, and compare failures instead of relying on rare field reproduction.","B7=true | B8=true","primary_assignment","","2025","arxiv:2507.11250","arxiv:2507.11250","3153682648627867682","","mechanism-04 | recent-03","firecrawl research search-papers","recent","B7 | B8","true","true","true","false","b5/canonical-registry.jsonl | b5/raw-retrieval/q31-adj-tsn.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q27-adjacent-industrial.json | b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/mechanism-04.json | b8/raw/recent-03.json | b8/targeted-read-manifest.json","b7/abstract-triage.jsonl | b8/abstract-triage.jsonl"
"464","5","arxiv:2508.00947","Service Discovery-Based Hybrid Network Middleware for Efficient Communication in Distributed Robotic Systems","MEDIUM","B4","Service Discovery-Based Hybrid Network Middleware for Efficient Communication in Distributed Robotic Systems","arxiv:2508.00947","Robotic middleware is fundamental to ensuring reliable communication among system components and is crucial for intelligent robotics, autonomous vehicles, and smart manufacturing. However, existing robotic middleware often struggles to meet the diverse communication demands, optimize data transmission efficiency, and maintain scheduling determinism between Orin computing units in large-scale L4 autonomous vehicle deployments. This paper presents RIMAOS2C, a service discovery-based hybrid network communication middleware designed to tackle these challenges. By leveraging multi-level service dis","medium","B4","1","B4=medium","B4=scheduling/deadline policy; stage-wise latency attribution; robotic or cyber-physical transfer; network/transport transfer","B4=Directly informs the Reflex robot-loop timing budget and the evidence needed to separate execution, transport, and hardware effects.","B4=true","primary_assignment","Shiyao Sang; Yinggang Ling","2026","arxiv:2508.00947","arxiv:2508.00947","arxiv:2508.00947","cs.DC | cs.NI | cs.RO","q02-latency-distribution-percentile.json | q04-head-of-line-blocking-robotics.json","","","B4","false","false","false","false","b3/raw-q20-robot-middleware.json | b3/registry.json | b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q04-head-of-line-blocking-robotics.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q06-direct-manipulation.json | b5/raw-retrieval/q14-mech-dds-loss.json | b5/raw-retrieval/q16-mech-webrtc.json | b5/raw-retrieval/q17-mech-dedup.json | b5/raw-retrieval/q25-failure-congestion.json | b5/raw-retrieval/q44-recent-rosdds.json | b5/raw-retrieval/q49-recent-transport.json | b7/canonical-registry.json | b7/raw-retrieval/q17-mechanism-actuator.json | b7/raw-retrieval/q20-failure-stale.json","b4/abstract-triage.jsonl"
"469","5","arxiv:2508.10413","Probabilistic Latency Analysis of the Data Distribution Service in ROS 2","HIGH","B3 | B5 | B7 | B8","Probabilistic Latency Analysis of the Data Distribution Service in ROS 2","arxiv:2508.10413","Robot Operating System 2 (ROS 2) is now the de facto standard for robotic communication, pairing UDP transport with the Data Distribution Service (DDS) publish-subscribe middleware. DDS achieves reliability through periodic heartbeats that solicit acknowledgments for missing samples and trigger selective retransmissions. In lossy wireless networks, the tight coupling among heartbeat period, IP fragmentation, and retransmission interval obscures end to end latency behavior and leaves practitioners with little guidance on how to tune these parameters. To address these challenges, we propose a probabilistic latency analysis (PLA) that analytically models the reliable transmission process of ROS 2 DDS communication using a discrete state approach. By systematically analyzing both middleware level and transport level events, PLA computes the steady state probability distribution of unacknowledged messages and the retransmission latency. We validate our PLA across 270 scenarios, exploring variations in packet delivery ratios, message sizes, and both publishing and retransmission intervals, demonstrating a close alignment between analytical predictions and experimental results. Our findings establish a theoretical basis to systematically optimize reliability, latency, and performance in wireless industrial robotics.","high","B3 | B5 | B7 | B8","4","B3=high | B5=high | B7=high | B8=medium","B3=Models DDS heartbeat, fragmentation, retransmission, and message-loss states probabilistically to predict ROS 2 latency. | B5=The abstract examines reliability, retransmission, duplicate suppression, idempotence, coding, or delivery semantics. | B7=Models DDS heartbeat, acknowledgment, fragmentation, and retransmission events to derive latency distributions. | B8=The paper uses runtime traces and correlated message or compute events to expose execution paths and timing behavior.","B3=Separates transport-level causes of tail latency and uncertainty in wireless robot links. | B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop. | B7=It enables probabilistic attribution of wireless tail latency to specific reliable-transport mechanisms. | B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.","B3=false | B5=true | B7=true | B8=true","expansion_round_1 | primary_assignment","Sanghoon Lee, Hyung-Seok Park, Jiyeong Chae, Kyung-Joon Park","2025","arxiv:2508.10413","arxiv:2508.10413","2940692961669941289","","16-ros2-causal | 18-ros2-timing | 20-robot-middleware | 38-recent-ros | failure-02 | failure-03 | mechanism-02 | mechanism-03 | q01-direct-robot | q03-direct-command | q04-direct-teleop | q05-direct-rosdds | q06-direct-manipulation | q12-syn-pubsub | q13-mech-qos | q14-mech-dds-loss | q17-mech-dedup | q24-failure-retry | q25-failure-congestion | q43-recent-robot | q44-recent-rosdds | q49-recent-transport | recent-02","firecrawl research search-papers","recent","B3 | B5 | B7 | B8","true","true","true","true","b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q16-ros2-causal.json | b3/raw-q18-ros2-timing.json | b3/raw-q20-robot-middleware.json | b3/raw-q38-recent-ros.json | b3/registry.json | b4/raw-retrieval/q01-tail-latency-jitter.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q04-head-of-line-blocking-robotics.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b4/raw-retrieval/q12-ROS-2-executor.json | b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q01-direct-robot.json | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q04-direct-teleop.json | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q06-direct-manipulation.json | b5/raw-retrieval/q12-syn-pubsub.json | b5/raw-retrieval/q13-mech-qos.json | b5/raw-retrieval/q14-mech-dds-loss.json | b5/raw-retrieval/q17-mech-dedup.json | b5/raw-retrieval/q24-failure-retry.json | b5/raw-retrieval/q25-failure-congestion.json | b5/raw-retrieval/q43-recent-robot.json | b5/raw-retrieval/q44-recent-rosdds.json | b5/raw-retrieval/q49-recent-transport.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q01-direct-ros2-latency.json | b7/raw-retrieval/q02-direct-e2e.json | b7/raw-retrieval/q03-direct-dds-tracing.json | b7/raw-retrieval/q06-synonym-runtime.json | b7/raw-retrieval/q07-synonym-pubsub.json | b7/raw-retrieval/q12-mechanism-qos.json | b7/raw-retrieval/q20-failure-stale.json | b7/raw-retrieval/q21-failure-congestion.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q25-failure-localization.json | b7/raw-retrieval/q31-adjacent-networked.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q33-foundational-ros.json | b7/raw-retrieval/q34-foundational-dds.json | b7/raw-retrieval/q36-foundational-eval.json | b7/raw-retrieval/q38-recent-tracing.json | b7/raw-retrieval/q39-recent-executor.json | b7/raw-retrieval/q41-recent-provenance.json | b7/raw-retrieval/q42-recent-performance.json | b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/failure-02.json | b8/raw/failure-03.json | b8/raw/mechanism-02.json | b8/raw/mechanism-03.json | b8/raw/recent-02.json | b8/targeted-read-manifest.json","b3/triage.jsonl | b5/abstract-triage.jsonl | b7/expansion-additions-triage.jsonl | b8/abstract-triage.jsonl"
"474","5","arxiv:2508.12472","GALA: Can Graph-Augmented Large Language Model Agentic Workflows Elevate Root Cause Analysis?","MEDIUM","B3","GALA: Can Graph-Augmented Large Language Model Agentic Workflows Elevate Root Cause Analysis?","arxiv:2508.12472","Root cause analysis (RCA) in microservice systems is challenging, requiring on-call engineers to rapidly diagnose failures across heterogeneous telemetry such as metrics, logs, and traces. Traditional RCA methods often focus on single modalities or merely rank suspect services, falling short of providing actionable diagnostic insights with remediation guidance. This paper introduces GALA, a novel multi-modal framework that combines statistical causal inference with LLM-driven iterative reasoning for enhanced RCA. Evaluated on an open-source benchmark, GALA achieves substantial improvements over state-of-the-art methods of up to 42.22% accuracy. Our novel human-guided LLM evaluation score shows GALA generates significantly more causally sound and actionable diagnostic outputs than existing methods. Through comprehensive experiments and a case study, we show that GALA bridges the gap between automated failure diagnosis and practical incident resolution by providing both accurate root cause identification and human-interpretable remediation guidance.","medium","B3","1","B3=medium","B3=Combines statistical causal inference with iterative LLM reasoning over multimodal telemetry for actionable RCA.","B3=Shows a possible human-facing synthesis layer, but the lane should keep model-generated explanations subordinate to evidence.","B3=false","primary_assignment","","","arxiv:2508.12472","arxiv:2508.12472","9108340839769234762","","01-direct | 06-provenance | 08-microservice-rca | 10-causal-hypergraph | 11-missing-modality | 24-fault-injection | 32-dynamic-causality | 37-recent-rca","","","B3","false","false","false","false","b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/expansion-registry.json | b3/raw-q01-direct.json | b3/raw-q06-provenance.json | b3/raw-q08-microservice-rca.json | b3/raw-q10-causal-hypergraph.json | b3/raw-q11-missing-modality.json | b3/raw-q24-fault-injection.json | b3/raw-q32-dynamic-causality.json | b3/raw-q37-recent-rca.json | b3/registry.json","b3/triage.jsonl"
"479","5","arxiv:2509.03855","Towards Deterministic Sub-0.5 us Response on Linux through Interrupt Isolation","MEDIUM","B7","Towards Deterministic Sub-0.5 us Response on Linux through Interrupt Isolation","arxiv:2509.03855","Real-time responsiveness in Linux is often constrained by interrupt contention and timer handling overhead, making it challenging to achieve sub-microsecond latency. This work introduces an interrupt isolation approach that centralizes and minimizes timer interrupt interference across CPU cores. By enabling a dedicated API to selectively invoke timer handling routines and suppress non-critical inter-processor interrupts, our design significantly reduces jitter and response latency. Experiments conducted on an ARM-based multicore platform demonstrate that the proposed mechanism consistently achieves sub-0.5 us response times, outperforming conventional Linux PREEMPT-RT configurations. These results highlight the potential of interrupt isolation as a lightweight and effective strategy for deterministic real-time workloads in general-purpose operating systems.","medium","B7","1","B7=medium","B7=Centralizes timer handling and suppresses noncritical inter-processor interrupts to reduce response jitter on multicore Linux.","B7=It provides a low-level attribution baseline for separating interrupt interference from ROS executor and driver delays.","B7=true","primary_assignment","","","arxiv:2509.03855","arxiv:2509.03855","6486661270545562304","","","","","B7","false","false","false","false","b4/raw-retrieval/q12-ROS-2-executor.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q29-adjacent-embedded.json","b7/abstract-triage.jsonl"
"484","5","arxiv:2509.13852","Trace Sampling 2.0: Code Knowledge Enhanced Span-level Sampling for Distributed Tracing","HIGH","B2 | B3","Trace Sampling 2.0: Code Knowledge Enhanced Span-level Sampling for Distributed Tracing","arxiv:2509.13852","Distributed tracing is an essential diagnostic tool in microservice systems, but the sheer volume of traces places a significant burden on backend storage. A common approach to mitigating this issue is trace sampling, which selectively retains traces based on specific criteria, often preserving only anomalous ones. However, this method frequently discards valuable information, including normal traces that are essential for comparative analysis. To address this limitation, we introduce Trace Sampling 2.0, which operates at the span level while maintaining trace structure consistency. This approach allows for the retention of all traces while significantly reducing storage overhead. Based on this concept, we design and implement Autoscope, a span-level sampling method that leverages static analysis to extract execution logic, ensuring that critical spans are preserved without compromising structural integrity. We evaluated Autoscope on two open-source microservices. Our results show that it reduces trace size by 81.2% while maintaining 98.1% faulty span coverage, outperforming existing trace-level sampling methods. Furthermore, we demonstrate its effectiveness in root cause analysis, achieving an average improvement of 8.3%. These findings indicate that Autoscope can significantly enhance observability and storage efficiency in microservices, offering a robust solution for performance monitoring.","high","B2 | B3","2","B2=high | B3=high","B2=Selects spans using code knowledge while preserving trace structure consistency. | B3=Performs span-level sampling using code knowledge while preserving trace structure, reducing trace size and retaining faulty-span coverage.","B2=Can reduce storage while retaining the causal spans needed for episode attribution. | B3=Relevant to bounded recorder budgets: retain causal spans and rare failures without silently destroying episode structure.","B2=true | B3=true","primary_assignment","Yulun Wu | Guangba Yu | Zhihan Jiang | Yichen Li | Michael R. Lyu","2025","arxiv:2509.13852","arxiv:2509.13852","8699387436491884742","cs.SE","04-trace-causality | 07-trace-loss | 17-ros2-flow | 35-classic-tracing | 39-recent-ebpf | q01-direct | q02-identifiers | q11-failures | q12-recent","semantic-search","recent-2024-current","B2 | B3","false","false","false","false","b2/raw-q01-direct.txt | b2/raw-q02-identifiers.txt | b2/raw-q11-failures.txt | b2/raw-q12-recent.txt | b2/registry-final.json | b2/registry.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q04-trace-causality.json | b3/raw-q07-trace-loss.json | b3/raw-q17-ros2-flow.json | b3/raw-q35-classic-tracing.json | b3/raw-q39-recent-ebpf.json | b3/read-evidence-manifest.jsonl | b3/registry.json | b8/canonical-registry.json | b8/raw/adjacent-05.json","b2/triage-final.jsonl | b2/triage.jsonl | b3/triage.jsonl"
